"seed","method","status","assignment_mode","uses_alignment","uses_position","fit_runtime_sec","match_runtime_sec","matcher_retained_mb","hits1","matched_hits1","mrr","coverage","candidate_edges","candidate_cap","dense_pairwise_allocated","correspondence_read_during_fit_or_match","error"
7219,"token_ot_embedding","ok","independent ranked retrieval",TRUE,FALSE,0.0470000000000041,NA,NA,0,0,0.00969055382787334,1,30000,100,FALSE,FALSE,NA
7219,"position_knn_diagnostic","ok","independent ranked retrieval",FALSE,TRUE,0,0.000999999999997669,NA,0.223333333333333,0.223333333333333,0.382270281809207,1,30000,100,FALSE,FALSE,NA
7220,"rapid_prototype_one_to_one","ok","one_to_one",TRUE,FALSE,0.328000000000003,0.240000000000002,0.0186386108398438,0.0266666666666667,0.0380952380952381,0.0266666666666667,0.7,9600,32,FALSE,FALSE,NA
7220,"rapid_multiview_one_to_one","ok","one_to_one",TRUE,TRUE,0.328000000000003,0.241999999999997,0.0192184448242188,0.153333333333333,0.163120567375887,0.153333333333333,0.94,9600,32,FALSE,FALSE,NA
7220,"rapid_multiview_independent","ok","independent",TRUE,TRUE,0.328000000000003,0.235999999999997,0.01983642578125,0.146666666666667,0.146666666666667,0.146666666666667,1,9600,32,FALSE,FALSE,NA
7220,"rapid_ma_semisup_embedding","ok","independent ranked retrieval",TRUE,FALSE,0.328000000000003,NA,NA,0.01,0.01,0.0669752612594867,1,30000,100,FALSE,FALSE,NA
7220,"lema_embedding","ok","independent ranked retrieval",TRUE,FALSE,0.334000000000003,NA,NA,0,0,0.00263175386704798,0.04,30000,100,FALSE,TRUE,NA
7220,"ssma_embedding","ok","independent ranked retrieval",TRUE,FALSE,0.0229999999999961,NA,NA,0.00333333333333333,0.00333333333333333,0.0141439053054308,1,30000,100,FALSE,FALSE,NA
7220,"spectral_mnn_embedding","ok","independent ranked retrieval",TRUE,FALSE,0.0330000000000013,NA,NA,0.0133333333333333,0.0133333333333333,0.0303562033473542,1,30000,100,FALSE,FALSE,NA
7220,"token_ot_embedding","ok","independent ranked retrieval",TRUE,FALSE,0.0489999999999995,NA,NA,0.00333333333333333,0.00333333333333333,0.00935807639109762,1,30000,100,FALSE,FALSE,NA
7220,"position_knn_diagnostic","ok","independent ranked retrieval",FALSE,TRUE,0,0.00200000000000244,NA,0.15,0.15,0.329333874037362,1,30000,100,FALSE,FALSE,NA
